card_name,image,attack,defence,card_type,level,type
B.E.S. Crystal Core,https://uploads4.yugioh.com/card_images/4952/list/Kiyodaisenkan-Crystal-core.jpg?1398379714,2100,1000,Effect Monster,5,Machine
B.E.S. Tetran,https://uploads1.yugioh.com/card_images/5314/list/B.E.S._Tetran.jpg?1439577361,1800,2300,Effect Monster,6,Machine
Baby Dragon,https://uploads2.yugioh.com/card_images/1787/list/2785.jpg?1385102370,1200,700,Normal Monster,3,Dragon
Baby Raccoon Ponpoko,https://uploads3.yugioh.com/card_images/5111/list/Baby-Raccoon-Ponpoko.jpg?1410972410,800,0,Effect Monster,,Beast
Baby Raccoon Tantan,https://uploads1.yugioh.com/card_images/5112/list/Baby-Raccoon-Tantan.jpg?1412269425,0,800,Effect Monster,,Beast
Baby Tiragon,https://uploads3.yugioh.com/card_images/560/list/%E3%83%99%E3%83%93%E3%83%BC%E3%83%BB%E3%83%88%E3%83%A9%E3%82%B4%E3%83%B3.jpg?1380210415,900,900,Xyz Monster/Effect Monster,,Dragon
Babycerasaurus,https://uploads1.yugioh.com/card_images/4234/list/3693.jpg?1385127864,500,500,Effect Monster,2,Dinosaur
Bacchus Banquet,https://uploads3.yugioh.com/card_images/4681/list/Bacchus-Banquet_FL.jpg?1393437014,,,Continuous Spell,,
Bacchus the Dizzy Deity,https://uploads4.yugioh.com/card_images/4682/list/Bacchus-the-Dizzy-Deity_FL.jpg?1393437064,1600,1600,Effect Monster,4,Fairy
Bachibachibachi,https://uploads4.yugioh.com/card_images/5113/list/Bachibachibachi.jpg?1412269630,800,800,Effect Monster,,Insect
Back Attack Ambush,https://uploads3.yugioh.com/card_images/3696/list/6025.jpg?1385134896,,,Normal Trap,,
Backfire,https://uploads2.yugioh.com/card_images/952/list/052.jpg?1382472278,,,Continuous Trap,,
Backup Gardna,https://uploads4.yugioh.com/card_images/46/list/Backup-Gardna.jpg?1374096581,500,2200,Effect Monster,4,Warrior
Backup Soldier,https://uploads2.yugioh.com/card_images/1909/list/1310.jpg?1385102617,,,Normal Trap,,
Bacon Saver,https://uploads3.yugioh.com/card_images/902/list/Tasukeleton.jpg?1382387790,700,600,Effect Monster,,Zombie
Baggy Pants Lavasaurus,https://uploads2.yugioh.com/card_images/552/list/Bontan-lavasaurus.jpg?1380209184,2100,1300,Effect Monster,,Dinosaur
Balloon Lizard,https://uploads3.yugioh.com/card_images/4683/list/Balloon-Lizard.jpg?1393437110,500,1900,Effect Monster,4,Reptile
Balloon Party,https://uploads1.yugioh.com/card_images/5115/list/Balloon-Party.jpg?1412270129,,,Spell,,
Banderillero Fiend,https://uploads2.yugioh.com/card_images/2530/list/633.jpg?1385098743,900,1600,Effect Monster,3,Warrior
Barian Explosion,https://uploads1.yugioh.com/card_images/5116/list/Barian-Bomb.jpg?1412270189,,,Trap,,
Barian's Battle Buster,https://uploads3.yugioh.com/card_images/925/list/%E3%83%90%E3%83%AA%E3%82%A2%E3%83%B3%E3%82%BA%E3%83%BB%E3%83%90%E3%83%88%E3%83%AB-%E3%83%90%E3%82%B9%E3%82%BF-.jpg?1382388900,,,Continuous Trap,,
Barian's Gateway,https://uploads4.yugioh.com/card_images/926/list/%E3%83%90%E3%83%AA%E3%82%A2%E3%83%B3%E3%82%BA%E3%83%BB%E3%82%B2%E3%83%BC%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A4.jpg?1382388926,,,Continuous Spell,,
Barox,https://uploads2.yugioh.com/card_images/3194/list/4178.jpg?1385127749,1380,1530,Fusion Monster,5,Fiend
Barrel Dragon,https://uploads1.yugioh.com/card_images/4684/list/Barrel-Dragon-CardFL.jpg?1393437156,2600,2200,Effect Monster,7,Machine
Barrier Resonator,https://uploads1.yugioh.com/card_images/1060/list/1004.jpg?1385098962,300,800,Tuner Monster,1,Fiend
Barrier Wave,https://uploads4.yugioh.com/card_images/3482/list/5966.jpg?1385134462,,,Normal Trap,,
Basara,https://uploads1.yugioh.com/card_images/4023/list/5213.jpg?1385135572,,,Continuous Trap,,
Basic Insect,https://uploads3.yugioh.com/card_images/245/list/Basic-Insect.jpg?1375126977,500,700,Normal Monster,2,Insect
Baton of the Hero,https://uploads2.yugioh.com/card_images/4685/list/Baton-of-the-Hero.jpg?1393437214,,,Normal Trap,,
Battle Break,https://uploads2.yugioh.com/card_images/670/list/Battle-break.jpg?1380227249,,,Normal Trap/Trap,,
Battle Constant,https://uploads3.yugioh.com/card_images/4686/list/Battle-Constant%28REV%29%29_FL.jpg?1393437965,,,Normal Spell,,
Battle Eater,https://uploads1.yugioh.com/card_images/3834/list/5809.jpg?1385135187,2500,0,Effect Monster,10,Spellcaster
Battle Fader,https://uploads4.yugioh.com/card_images/3521/list/5209.jpg?1385134538,0,0,Effect Monster,1,Fiend
Battle Footballer,https://uploads2.yugioh.com/card_images/4199/list/2745.jpg?1385101466,1000,2100,Normal Monster,4,Machine
Battle Fusion,https://uploads1.yugioh.com/card_images/4687/list/Battle-Fusion_FL.jpg?1393438011,,,Quick-Play Spell,,
Battle Gravity,https://uploads2.yugioh.com/card_images/5117/list/Battle-Gravity.jpg?1412270238,,,Continuous Spell,,
Battle Instinct,https://uploads2.yugioh.com/card_images/4688/list/Battle-Instinct.jpg?1393438055,,,Normal Trap,,
Battle Mania,https://uploads1.yugioh.com/card_images/3836/list/5208.jpg?1385135191,,,Normal Trap,,
Battle of Sleeping Spirits,https://uploads1.yugioh.com/card_images/5315/list/Battle_of_Sleeping_Spirits.jpg?1439577479,,,Quick-Play Spell,,
Battle Ox,https://uploads3.yugioh.com/card_images/1397/list/2877.jpg?1385101590,1700,1000,Normal Monster/Ka Monster,4,Beast-Warrior
Battle Restart,https://uploads3.yugioh.com/card_images/5118/list/Battle-Restart.jpg?1412270273,,,Trap,,
Battle Return,https://uploads2.yugioh.com/card_images/4072/list/5888.jpg?1385135673,,,Normal Trap,,
Battle Route,https://uploads2.yugioh.com/card_images/922/list/%E3%83%90%E3%83%88%E3%83%AB%E3%83%BB%E3%83%AB%E3%83%BC%E3%83%88.jpg?1382388674,,,Continuous Trap,,
Battle Rush,https://uploads4.yugioh.com/card_images/5119/list/Battle-Rush.jpg?1412270322,,,Trap,,
Battle Simulation,https://uploads3.yugioh.com/card_images/822/list/Battle-simulation.jpg?1381242458,,,Normal Trap/Trap,,
Battle Steer,https://uploads2.yugioh.com/card_images/48/list/Battle-Steer.jpg?1374096702,1800,1300,Normal Monster,5,Beast-Warrior
Battle Teleportation,https://uploads2.yugioh.com/card_images/5316/list/Battle_Teleportation.jpg?1439577534,,,Normal Trap,,
Battle Waltz,https://uploads3.yugioh.com/card_images/4847/list/DP10-EN023-Battle-Waltz.jpg?1395257746,,,Normal Spell,,
Battle Warrior,https://uploads3.yugioh.com/card_images/1574/list/2182.jpg?1385101941,700,1000,Normal Monster,3,Warrior
Battle x 2,https://uploads4.yugioh.com/card_images/5317/list/Battle_x_2.jpg?1439577589,,,Quick-Play Spell,,
Battle-Scarred,https://uploads4.yugioh.com/card_images/1336/list/2746.jpg?1385101470,,,Continuous Trap,,
Battlecruiser Dianthus,https://uploads4.yugioh.com/card_images/5120/list/Battlecruiser-Dianthus.jpg?1412270425,2100,1800,Xyz Monster/Effect Monster,,Plant
Battleguard Howling,https://uploads1.yugioh.com/card_images/5526/list/Battleguard-Howling.png?1455814700,,,Normal Trap,,
Battleguard King,https://uploads2.yugioh.com/card_images/5502/list/Battleguard-King.png?1455737751,3000,1100,Effect Monster,2,Warrior
Battleguard Magic,https://uploads3.yugioh.com/card_images/5515/list/Battleguard-Magic.png?1455808691,,,Quick-Play Spell,,
Battleguard Rage,https://uploads1.yugioh.com/card_images/5517/list/Battleguard-Rage.png?1455808754,,,Continuous Trap,,
Battler's Cry,https://uploads4.yugioh.com/card_images/5121/list/Battler's-Cry.jpg?1412270461,,,Continuous Trap,,
Battler's Pride,https://uploads1.yugioh.com/card_images/869/list/Battler's-Pride.jpg?1382386141,,,Counter Trap,,
Battlin' Boxer Cheat Commissioner,https://uploads1.yugioh.com/card_images/5122/list/Battlin'-Boxer-Cheat-Commissioner.jpg?1412270546,0,1300,Xyz Monster/Effect Monster,,Warrior
Battlin' Boxer Counterpunch,https://uploads3.yugioh.com/card_images/5123/list/Battlin'-Boxer-Counterpunch.jpg?1412270592,0,1100,Effect Monster,,Warrior
Battlin' Boxer Headgeared,https://uploads4.yugioh.com/card_images/5124/list/Battlin'-Boxer-Headgeared.jpg?1412270630,1000,1800,Effect Monster,,Warrior
Battlin' Boxer Lead Yoke,https://uploads4.yugioh.com/card_images/5125/list/Battlin'-Boxer-Lead-Yoke.jpg?1412270660,2200,2000,Xyz Monster/Effect Monster,,Warrior
Battlin' Boxer Rabbit Puncher,https://uploads3.yugioh.com/card_images/5126/list/Battlin'-Boxer-Rabbit-Puncher.jpg?1412270695,800,1000,Effect Monster,,Warrior
Battlin' Boxer Rib Gardna,https://uploads4.yugioh.com/card_images/5127/list/Battlin'-Boxer-Rib-Gardna.jpg?1412270826,100,1400,Effect Monster,,Warrior
Battlin' Boxer Sparrer,https://uploads4.yugioh.com/card_images/5128/list/Battlin'-Boxer-Sparrer.jpg?1412270881,1200,1400,Effect Monster,,Warrior
Battlin' Boxer Switchitter,https://uploads4.yugioh.com/card_images/5129/list/Battlin'-Boxer-Switchitter.jpg?1412270926,1500,1400,Effect Monster,,Warrior
Battlin' Boxing Spirits,https://uploads2.yugioh.com/card_images/5138/list/Burnin'-Boxin'-Spirit.jpg?1422570045,,,Spell,,
Bear's Boot Camp,https://uploads2.yugioh.com/card_images/5130/list/Bear's-Boot-Camp.jpg?1412270976,,,Spell,,
Beast Burial Ritual,https://uploads3.yugioh.com/card_images/3499/list/5988.jpg?1385134494,,,Normal Trap,,
Beast King Barbaros,https://uploads2.yugioh.com/card_images/5131/list/Beast-King-Barbaros.jpg?1412271034,3000,1200,Effect Monster,,Beast-Warrior
Beast of Gilfer,https://uploads1.yugioh.com/card_images/4322/list/Beast-of-Gilfer---Ankokumazoku-Gilfer-Demon.jpg?1386955449,2200,2500,Effect Monster,6,Fiend
Beast Soul Swap,https://uploads3.yugioh.com/card_images/1160/list/1089.jpg?1385099165,,,Normal Trap,,
Beast-Warrior Puma,https://uploads3.yugioh.com/card_images/498/list/Bestial-Warrior-Puman.jpg?1380142618,1600,1000,Effect Monster,,Beast-Warrior
Beaver Warrior,https://uploads1.yugioh.com/card_images/246/list/Beaver-Warrior.jpg?1375127004,1200,1500,Normal Monster,4,Beast-Warrior
Beckon to the Dark,https://uploads3.yugioh.com/card_images/2950/list/4607.jpg?1383791862,,,Normal Spell,,
Beckoning Light,https://uploads4.yugioh.com/card_images/971/list/090.jpg?1382473178,,,Normal Trap,,
Beetron-1 Beetletop,https://uploads1.yugioh.com/card_images/4508/list/Beetron-1-Kabutop.jpg?1389126508,1700,1400,Normal Monster,4,Machine
Beetron-2 Beetleturbo,https://uploads4.yugioh.com/card_images/4509/list/Beetron-2-B-2-Kuwagaturbo.jpg?1389126534,1500,1800,Union Monster,4,Machine
Beetron-3 Spider Base,https://uploads3.yugioh.com/card_images/4510/list/Beetron-3-Spider-Base.jpg?1389126561,1000,2000,Union Monster,4,Machine
Behemoth the King of All Animals,https://uploads3.yugioh.com/card_images/3398/list/6059.jpg?1385134296,2700,1500,Effect Monster,,Beast
"Beiige, Vanguard of Dark World",https://uploads4.yugioh.com/card_images/5318/list/Beiige__Vanguard_of_Dark_World.jpg?1439577687,1600,1300,Effect Monster,4,Fiend
Bending Destiny,https://uploads2.yugioh.com/card_images/3712/list/4836.jpg?1385134931,,,Counter Trap,,
Berfomet,https://uploads4.yugioh.com/card_images/3263/list/4407.jpg?1385127880,1400,1800,Effect Monster,5,Fiend
Berserk Dragon,https://uploads1.yugioh.com/card_images/2073/list/2743.jpg?1385102950,3500,0,Effect Monster,,Zombie
Berserk Gorilla,https://uploads3.yugioh.com/card_images/3221/list/3411.jpg?1385127801,2000,1000,Effect Monster,,Beast
Berserk Scales,https://uploads3.yugioh.com/card_images/774/list/Berserk-Scales.jpg?1380743658,,,Quick-Play Spell,,
Berserker Soul,https://uploads2.yugioh.com/card_images/51/list/Berserker-Soul.jpg?1374096880,,,Quick-Play Spell,,
Beta The Magnet Warrior,https://uploads1.yugioh.com/card_images/3151/list/4402.jpg?1385127664,1700,1600,Normal Monster,4,Rock
Bickuribox,https://uploads2.yugioh.com/card_images/4689/list/Bickuribox-YO_0385.jpg?1393438105,2300,2000,Normal Monster,7,Fiend
Bicorn Re'em,https://uploads1.yugioh.com/card_images/4175/list/5965.jpg?1385135882,800,1600,Tuner Monster,4,Beast
Bicular,https://uploads3.yugioh.com/card_images/3940/list/5928.jpg?1385135403,200,200,Effect Monster,2,Machine
Big Bang Blow,https://uploads1.yugioh.com/card_images/53/list/Big-Bang-Blow.jpg?1374097032,0,0,Armor Monster,4,Machine
Big Bang Panic,https://uploads2.yugioh.com/card_images/842/list/%E3%83%93%E3%83%83%E3%82%B0%E3%83%90%E3%83%B3%E3%83%BB%E3%83%91%E3%83%8B%E3%83%83%E3%82%AF.jpg?1381335423,,,Normal Spell/Spell,,
Big Cannon Ogre,https://uploads3.yugioh.com/card_images/4030/list/6022.jpg?1385135587,2400,2400,Effect Monster,7,Fiend
Big Core,https://uploads3.yugioh.com/card_images/2124/list/1442.jpg?1385103052,2300,1100,Effect Monster,6,Machine
Big Eater,https://uploads3.yugioh.com/card_images/5319/list/Big_Eater.jpg?1439577744,800,0,Tuner Monster,2,Fiend
Big Evolution Pill,https://uploads3.yugioh.com/card_images/5320/list/Big-Evolution-Pill_FL_RV.jpg?1439577788,,,Normal Spell,,
Big Insect,https://uploads3.yugioh.com/card_images/1949/list/2801.jpg?1385102697,1200,1500,Normal Monster,4,Insect
Big Jaws,https://uploads4.yugioh.com/card_images/1065/list/737.jpg?1385098973,1800,300,Effect Monster,,Fish
Big Koala,https://uploads1.yugioh.com/card_images/1162/list/1090.jpg?1385099169,2700,2000,Normal Monster,7,Beast
Big One Warrior,https://uploads1.yugioh.com/card_images/4146/list/5181.jpg?1385135821,100,600,Effect Monster,1,Warrior
Big Piece Golem,https://uploads2.yugioh.com/card_images/3979/list/5182.jpg?1385135482,2100,0,Effect Monster,5,Rock
Big Shield Gardna,https://uploads1.yugioh.com/card_images/54/list/Big-Shield-Gardna.jpg?1374097120,100,2600,Effect Monster,4,Warrior
Big Summon Cloud,https://uploads3.yugioh.com/card_images/4691/list/Big-Summon-Cloud.jpg?1393861570,,,Continuous Spell,,
Big Vintage Magna Mutton,https://uploads1.yugioh.com/card_images/4692/list/Big-Vintage-Magna-Mutton_FL.jpg?1393861671,2500,0,Effect Monster,8,Aqua
Big Whale,https://uploads2.yugioh.com/card_images/5133/list/Big-Whale.jpg?1412272151,1000,3000,Effect Monster,,Fish
Bird of Roses,https://uploads1.yugioh.com/card_images/3877/list/5651.jpg?1385135275,1800,1500,Effect Monster,4,Plant
Bit Shoot,https://uploads4.yugioh.com/card_images/4693/list/Bit-Shoot_FL.jpg?1393861729,,,Normal Trap,,
Black Feather Beacon,https://uploads2.yugioh.com/card_images/3531/list/4823.jpg?1385134558,,,Normal Trap,,
Black Garden,https://uploads2.yugioh.com/card_images/3968/list/5174.jpg?1385135460,,,Field Spell,,
Black Hole Shield,https://uploads2.yugioh.com/card_images/55/list/Black-Hole-Shield.jpg?1374097173,0,0,Armor Monster,4,Machine
Black Illusion Ritual,https://uploads1.yugioh.com/card_images/2963/list/4643.jpg?1385127310,,,Ritual Spell,,
Black Luster Ritual,https://uploads3.yugioh.com/card_images/1698/list/2106.jpg?1385102189,,,Ritual Spell,,
Black Luster Soldier,https://uploads3.yugioh.com/card_images/59/list/Black-Luster-Soldier.jpg?1374097309,3000,2500,Ritual Monster,8,Warrior
Black Luster Soldier - Envoy of the Beginning,https://uploads2.yugioh.com/card_images/4694/list/Black-Luster-Soldier---Envoy-of-the-Beginning_FL.jpg?1393861786,3000,2500,Effect Monster,8,Warrior
Black Pendant,https://uploads1.yugioh.com/card_images/60/list/Black-Pendant.jpg?1374097367,,,Equip Spell,,
Black Process - Negledo,https://uploads1.yugioh.com/card_images/4518/list/Blackening-process-Nigredo_FL.jpg?1389127091,,,Normal Spell,,
Black Ray Lancer,https://uploads2.yugioh.com/card_images/4248/list/Black-Ray-Lancer.jpg?1386797756,2100,600,Xyz Monster/Effect Monster,,Beast-Warrior
Black Return,https://uploads3.yugioh.com/card_images/5321/list/Black_Return.jpg?1439578010,,,Normal Trap,,
Black Rose Dragon,https://uploads4.yugioh.com/card_images/976/list/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%BB%E3%83%AD%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3.jpg?1383087441,2400,1800,Synchro Monster/Effect Monster,7,Dragon
Black Salvo,https://uploads3.yugioh.com/card_images/3478/list/5170.jpg?1385134454,100,1100,Tuner Monster,3,Machine
Black Sonic,https://uploads3.yugioh.com/card_images/3651/list/5173.jpg?1385134802,,,Normal Trap,,
Black Stego,https://uploads3.yugioh.com/card_images/3256/list/3701.jpg?1385127867,1200,2000,Effect Monster,4,Dinosaur
Black Thunder,https://uploads1.yugioh.com/card_images/3423/list/5883.jpg?1385134345,,,Normal Trap,,
Black Tyranno,https://uploads3.yugioh.com/card_images/4323/list/Black-Tyranno.jpg?1386955488,2600,1800,Effect Monster,7,Dinosaur
Black Wing,https://uploads2.yugioh.com/card_images/3496/list/5790.jpg?1385134489,,,Normal Trap,,
Black-Winged Dragon,https://uploads4.yugioh.com/card_images/3375/list/6013.jpg?1385134240,2800,1600,Synchro Monster/Effect Monster,8,Dragon
Blackback,https://uploads4.yugioh.com/card_images/3498/list/5791.jpg?1385134493,,,Normal Trap,,
Blackboost,https://uploads3.yugioh.com/card_images/1075/list/945.jpg?1385098994,,,Normal Trap,,
Blackland Fire Dragon,https://uploads4.yugioh.com/card_images/2859/list/3392.jpg?1385127117,1500,800,Normal Monster,4,Dragon
Blackwing - Abrolhos the Megaquake,https://uploads2.yugioh.com/card_images/4695/list/Blackwing---Abrolhos-the-Megaquake.jpg?1393861842,2600,1800,Effect Monster,7,Winged Beast
Blackwing - Aurora the Northern Lights,https://uploads2.yugioh.com/card_images/3667/list/5788.jpg?1385134835,0,0,Effect Monster,10,Winged Beast
Blackwing - Back Flash,https://uploads4.yugioh.com/card_images/5323/list/Blackwing_-_Back_Flash.jpg?1439578143,,,Counter Trap,,
Blackwing - Blizzard the Far North,https://uploads4.yugioh.com/card_images/4159/list/5800.jpg?1385135848,1300,0,Tuner Monster,2,Winged Beast
Blackwing - Boobytrap,https://uploads2.yugioh.com/card_images/4696/list/Blackwing---Boobytrap.jpg?1393861927,,,Normal Trap,,
Blackwing - Bora the Spear,https://uploads2.yugioh.com/card_images/3822/list/5793.jpg?1385135162,1700,800,Effect Monster,4,Winged Beast
Blackwing - Boreas the Sharp,https://uploads2.yugioh.com/card_images/2076/list/2534.jpg?1385102956,1300,900,Effect Monster,5,Winged Beast
Blackwing - Brisote the Tailwind,https://uploads1.yugioh.com/card_images/1057/list/1002.jpg?1385098956,1200,1800,Effect Monster,5,Winged Beast
Blackwing - Calima the Haze,https://uploads2.yugioh.com/card_images/2074/list/2532.jpg?1385102951,600,1800,Effect Monster,4,Winged Beast
Blackwing - Elphin the Raven,https://uploads3.yugioh.com/card_images/4161/list/5801.jpg?1385135852,2200,1200,Effect Monster,6,Winged Beast
Blackwing - Etesian of Two Swords,https://uploads1.yugioh.com/card_images/3666/list/5787.jpg?1385134833,400,1600,Effect Monster,3,Winged Beast
Blackwing - Fane the Steel Chain,https://uploads4.yugioh.com/card_images/3996/list/5795.jpg?1385135517,500,800,Effect Monster,2,Winged Beast
Blackwing - Gale the Whirlwind,https://uploads3.yugioh.com/card_images/3506/list/5799.jpg?1385134508,1300,400,Tuner Monster,3,Winged Beast
Blackwing - Ghibli the Searing Wind,https://uploads3.yugioh.com/card_images/4250/list/Blackwing-Ghibli.jpg?1386798351,0,1600,Effect Monster,3,Winged Beast
Blackwing - Hillen the Tengu-wind,https://uploads1.yugioh.com/card_images/4177/list/5785.jpg?1385135886,0,2300,Tuner Monster,5,Winged Beast
Blackwing - Hurricane the Tornado,https://uploads1.yugioh.com/card_images/4148/list/5784.jpg?1385135825,0,0,Tuner Monster,1,Winged Beast
Blackwing - Jetstream the Blue Sky,https://uploads2.yugioh.com/card_images/3501/list/5990.jpg?1385134499,100,800,Effect Monster,1,Winged Beast
Blackwing - Kalut the Moon Shadow,https://uploads2.yugioh.com/card_images/3497/list/5987.jpg?1385134491,1400,1000,Effect Monster,3,Winged Beast
Blackwing - Kochi the Daybreak,https://uploads2.yugioh.com/card_images/4251/list/Blackwing-Kochi-the-Daybreak.jpg?1386798385,700,1500,Tuner Monster,4,Winged Beast
Blackwing - Kogarashi the Wanderer,https://uploads2.yugioh.com/card_images/1215/list/866.jpg?1385099278,2300,1600,Tuner Monster,6,Winged Beast
Blackwing - Mistral the Silver Shield,https://uploads2.yugioh.com/card_images/3670/list/5796.jpg?1385134841,100,1800,Tuner Monster,2,Winged Beast
